r_um,w_comsol_2000Pa_um,w_analitik_2000Pa_um,w_pinn_2000Pa_um,w_comsol_8000Pa_um,w_analitik_8000Pa_um,w_pinn_8000Pa_um,w_comsol_16000Pa_um,w_analitik_16000Pa_um,w_pinn_16000Pa_um
0.000000,-3.886332,-3.796442,-3.761948,-7.790537,-8.050299,-7.702892,-10.266133,-10.822118,-10.151473
3.219300,-3.885620,-3.795667,-3.761748,-7.789400,-8.048656,-7.703237,-10.264804,-10.819910,-10.151230
6.438700,-3.883488,-3.793343,-3.760091,-7.785990,-8.043728,-7.700917,-10.260814,-10.813286,-10.147626
9.658000,-3.879934,-3.789472,-3.756989,-7.780305,-8.035519,-7.695955,-10.254163,-10.802250,-10.140692
12.877400,-3.874960,-3.784055,-3.752440,-7.772347,-8.024034,-7.688356,-10.244852,-10.786810,-10.130458
16.096700,-3.868569,-3.777097,-3.746451,-7.762115,-8.009278,-7.678141,-10.232877,-10.766974,-10.116961
19.316100,-3.860762,-3.768601,-3.739026,-7.749609,-7.991262,-7.665331,-10.218238,-10.742755,-10.100229
22.535400,-3.851543,-3.758573,-3.730171,-7.734829,-7.969998,-7.649945,-10.200932,-10.714169,-10.080296
25.754800,-3.840916,-3.747018,-3.719897,-7.717774,-7.945496,-7.631997,-10.180958,-10.681230,-10.057206
28.974100,-3.828883,-3.733944,-3.708210,-7.698445,-7.917773,-7.611516,-10.158311,-10.643963,-10.030987
32.193500,-3.815451,-3.719359,-3.695114,-7.676842,-7.886846,-7.588524,-10.132989,-10.602386,-10.001684
35.412800,-3.800624,-3.703272,-3.680624,-7.652963,-7.852734,-7.563038,-10.104989,-10.556530,-9.969330
38.632200,-3.784407,-3.685693,-3.664752,-7.626810,-7.815457,-7.535084,-10.074306,-10.506418,-9.933962
41.851500,-3.766809,-3.666633,-3.647498,-7.598383,-7.775041,-7.504693,-10.040937,-10.452086,-9.895617
45.070900,-3.747834,-3.646103,-3.628887,-7.567681,-7.731508,-7.471877,-10.004877,-10.393564,-9.854339
48.290200,-3.727492,-3.624118,-3.608924,-7.534705,-7.684888,-7.436672,-9.966121,-10.330892,-9.810159
51.509600,-3.705791,-3.600688,-3.587620,-7.499455,-7.635207,-7.399101,-9.924665,-10.264105,-9.763124
54.728900,-3.682738,-3.575832,-3.564992,-7.461932,-7.582499,-7.359187,-9.880504,-10.193249,-9.713260
57.948300,-3.658345,-3.549562,-3.541055,-7.422137,-7.526794,-7.316962,-9.833631,-10.118365,-9.660611
61.167600,-3.632619,-3.521898,-3.515823,-7.380072,-7.468132,-7.272446,-9.784042,-10.039505,-9.605210
64.387000,-3.605574,-3.492854,-3.489305,-7.335736,-7.406545,-7.225669,-9.731731,-9.956713,-9.547090
67.606300,-3.577220,-3.462452,-3.461528,-7.289133,-7.342077,-7.176659,-9.676692,-9.870047,-9.486286
70.825700,-3.547569,-3.430708,-3.432499,-7.240264,-7.274765,-7.125440,-9.618919,-9.779559,-9.422825
74.045000,-3.516635,-3.397645,-3.402238,-7.189131,-7.204656,-7.072040,-9.558407,-9.685310,-9.356747
77.264400,-3.484430,-3.363283,-3.370767,-7.135738,-7.131791,-7.016482,-9.495149,-9.587358,-9.288070
80.483700,-3.450970,-3.327645,-3.338098,-7.080089,-7.056223,-6.958795,-9.429140,-9.485770,-9.216827
83.703100,-3.416270,-3.290754,-3.304252,-7.022187,-6.977995,-6.898998,-9.360374,-9.380607,-9.143036
86.922400,-3.380344,-3.252635,-3.269251,-6.962036,-6.897164,-6.837125,-9.288847,-9.271944,-9.066728
90.141800,-3.343213,-3.213310,-3.233109,-6.899643,-6.813777,-6.773191,-9.214551,-9.159847,-8.987912
93.361100,-3.304889,-3.172810,-3.195852,-6.835013,-6.727897,-6.707224,-9.137482,-9.044397,-8.906618
96.580500,-3.265394,-3.131158,-3.157497,-6.768153,-6.639574,-6.639243,-9.057637,-8.925663,-8.822852
99.799800,-3.224748,-3.088384,-3.118067,-6.699072,-6.548873,-6.569277,-8.975010,-8.803733,-8.736631
103.019200,-3.182967,-3.044516,-3.077582,-6.627776,-6.455850,-6.497337,-8.889598,-8.678681,-8.647968
106.238500,-3.140077,-2.999585,-3.036067,-6.554279,-6.360575,-6.423454,-8.801398,-8.550602,-8.556875
109.457900,-3.096096,-2.953620,-2.993538,-6.478589,-6.263107,-6.347634,-8.710408,-8.419573,-8.463351
112.677200,-3.051048,-2.906655,-2.950030,-6.400718,-6.163518,-6.269910,-8.616625,-8.285696,-8.367410
115.896600,-3.004961,-2.858720,-2.905556,-6.320682,-6.061873,-6.190288,-8.520050,-8.149053,-8.269050
119.115900,-2.957852,-2.809852,-2.860146,-6.238493,-5.958249,-6.108794,-8.420682,-8.009750,-8.168281
122.335300,-2.909755,-2.760082,-2.813820,-6.154170,-5.852714,-6.025436,-8.318523,-7.867877,-8.065100
125.554600,-2.860692,-2.709450,-2.766608,-6.067730,-5.745348,-5.940244,-8.213577,-7.723544,-7.959515
128.774000,-2.810691,-2.657988,-2.718531,-5.979192,-5.636223,-5.853216,-8.105846,-7.576846,-7.851521
131.993300,-2.759786,-2.605737,-2.669618,-5.888581,-5.525426,-5.764382,-7.995339,-7.427900,-7.741125
135.212700,-2.708000,-2.552732,-2.619900,-5.795915,-5.413030,-5.673747,-7.882060,-7.276805,-7.628329
138.432000,-2.655370,-2.499016,-2.569398,-5.701224,-5.299126,-5.581336,-7.766020,-7.123682,-7.513144
141.651400,-2.601928,-2.444626,-2.518141,-5.604537,-5.183793,-5.487163,-7.647232,-6.968639,-7.395566
144.870700,-2.547703,-2.389607,-2.466163,-5.505879,-5.067125,-5.391240,-7.525707,-6.811801,-7.275608
148.090100,-2.492739,-2.333997,-2.413491,-5.405291,-4.949205,-5.293591,-7.401466,-6.653279,-7.153279
151.309400,-2.437063,-2.277843,-2.360154,-5.302800,-4.830132,-5.194237,-7.274523,-6.493207,-7.028605
154.528800,-2.380717,-2.221185,-2.306183,-5.198450,-4.709990,-5.093194,-7.144903,-6.331700,-6.901590
157.748100,-2.323742,-2.164073,-2.251615,-5.092284,-4.588885,-4.990488,-7.012634,-6.168896,-6.772267
160.967500,-2.266172,-2.106548,-2.196480,-4.984339,-4.466905,-4.886144,-6.877737,-6.004917,-6.640653
164.186800,-2.208056,-2.048662,-2.140815,-4.874674,-4.344158,-4.780197,-6.740255,-5.839906,-6.506792
167.406200,-2.149431,-1.990458,-2.084654,-4.763331,-4.220737,-4.672670,-6.600217,-5.673991,-6.370708
170.625500,-2.090342,-1.931989,-2.028035,-4.650368,-4.096755,-4.563608,-6.457667,-5.507320,-6.232454
173.844900,-2.030842,-1.873302,-1.970997,-4.535852,-3.972309,-4.453047,-6.312655,-5.340025,-6.092068
177.064200,-1.970967,-1.814450,-1.913579,-4.419831,-3.847513,-4.341035,-6.165223,-5.172261,-5.949607
180.283600,-1.910777,-1.755481,-1.855824,-4.302390,-3.722471,-4.227620,-6.015439,-5.004166,-5.805129
183.502900,-1.850314,-1.696452,-1.797775,-4.183590,-3.597302,-4.112863,-5.863356,-4.835899,-5.658700
186.722300,-1.789631,-1.637414,-1.739475,-4.063508,-3.472111,-3.996816,-5.709045,-4.667603,-5.510387
189.941600,-1.728791,-1.578423,-1.680976,-3.942241,-3.347023,-3.879558,-5.552593,-4.499445,-5.360271
193.161000,-1.667834,-1.519532,-1.622321,-3.819854,-3.222146,-3.761153,-5.394062,-4.331571,-5.208428
196.380300,-1.606829,-1.460801,-1.563568,-3.696460,-3.097608,-3.641695,-5.233564,-4.164153,-5.054950
199.599700,-1.545830,-1.402284,-1.504764,-3.572148,-2.973523,-3.521258,-5.071187,-3.997345,-4.899928
202.819000,-1.484893,-1.344043,-1.445970,-3.447019,-2.850024,-3.399952,-4.907034,-3.831323,-4.743462
206.038400,-1.424092,-1.286133,-1.387240,-3.321205,-2.727227,-3.277868,-4.741245,-3.666246,-4.585654
209.257700,-1.363475,-1.228619,-1.328639,-3.194796,-2.605268,-3.155127,-4.573917,-3.502295,-4.426621
212.477100,-1.303119,-1.171557,-1.270225,-3.067937,-2.484270,-3.031838,-4.405211,-3.339635,-4.266473
215.696400,-1.243090,-1.115014,-1.212069,-2.940758,-2.364371,-2.908139,-4.235276,-3.178454,-4.105341
218.915800,-1.183448,-1.059049,-1.154233,-2.813382,-2.245698,-2.784156,-4.064253,-3.018920,-3.943343
222.135100,-1.124280,-1.003730,-1.096792,-2.685989,-2.128394,-2.660036,-3.892356,-2.861227,-3.780628
225.354500,-1.065641,-0.949118,-1.039817,-2.558698,-2.012590,-2.535925,-3.719731,-2.705550,-3.617331
228.573800,-1.007617,-0.895282,-0.983386,-2.431695,-1.898433,-2.411992,-3.546608,-2.552087,-3.453612
231.793200,-0.950286,-0.842287,-0.927576,-2.305161,-1.786056,-2.288393,-3.373217,-2.401018,-3.289622
235.012500,-0.893715,-0.790202,-0.872470,-2.179245,-1.675612,-2.165314,-3.199750,-2.252547,-3.125545
238.231900,-0.838001,-0.739095,-0.818147,-2.054183,-1.567240,-2.042930,-3.026523,-2.106860,-2.961551
241.451200,-0.783212,-0.689037,-0.764697,-1.930137,-1.461093,-1.921442,-2.853750,-1.964165,-2.797851
244.670600,-0.729438,-0.640096,-0.712205,-1.807335,-1.357315,-1.801047,-2.681745,-1.824655,-2.634645
247.889900,-0.676774,-0.592348,-0.660765,-1.686021,-1.256064,-1.681960,-2.510853,-1.688543,-2.472172
251.109300,-0.625291,-0.545860,-0.610464,-1.566379,-1.157489,-1.564400,-2.341334,-1.556026,-2.310674
254.328600,-0.575101,-0.500711,-0.561400,-1.448710,-1.061750,-1.448604,-2.173629,-1.427324,-2.150435
257.548000,-0.526280,-0.456971,-0.513668,-1.333229,-0.969000,-1.334809,-2.008055,-1.302639,-1.991745
260.767300,-0.478928,-0.414719,-0.467365,-1.220212,-0.879405,-1.223275,-1.845026,-1.182196,-1.834943
263.986700,-0.433155,-0.374028,-0.422591,-1.109981,-0.793122,-1.114268,-1.685039,-1.066203,-1.680388
267.206000,-0.389038,-0.334979,-0.379448,-1.002762,-0.710318,-1.008075,-1.528446,-0.954890,-1.528492
270.425400,-0.346700,-0.297647,-0.338036,-0.898929,-0.631156,-0.904989,-1.375839,-0.848471,-1.379693
273.644700,-0.306234,-0.262113,-0.298462,-0.798769,-0.555808,-0.805331,-1.227684,-0.747179,-1.234497
276.864100,-0.267744,-0.228457,-0.260828,-0.702607,-0.484439,-0.709430,-1.084511,-0.651237,-1.093441
280.083400,-0.231357,-0.196760,-0.225246,-0.610859,-0.417226,-0.617644,-0.947018,-0.560882,-0.957141
283.302800,-0.197158,-0.167103,-0.191820,-0.523805,-0.354339,-0.530343,-0.815676,-0.476342,-0.826251
286.522100,-0.165281,-0.139570,-0.160663,-0.441897,-0.295957,-0.447930,-0.691263,-0.397859,-0.701510
289.741500,-0.135838,-0.114245,-0.131886,-0.365519,-0.242255,-0.370826,-0.574456,-0.325667,-0.583705
292.960800,-0.108936,-0.091214,-0.105606,-0.295051,-0.193417,-0.299483,-0.465925,-0.260013,-0.473712
296.180200,-0.084716,-0.070560,-0.081937,-0.230996,-0.149621,-0.234376,-0.366582,-0.201138,-0.372453
299.399500,-0.063286,-0.052372,-0.061001,-0.173755,-0.111055,-0.176015,-0.277161,-0.149292,-0.280937
302.618900,-0.044774,-0.036737,-0.042920,-0.123810,-0.077901,-0.124936,-0.198557,-0.104724,-0.200224
305.838200,-0.029314,-0.023745,-0.027821,-0.081667,-0.050351,-0.081714,-0.131725,-0.067687,-0.131447
309.057600,-0.017036,-0.013484,-0.015835,-0.047836,-0.028592,-0.046949,-0.077647,-0.038436,-0.075782
312.276900,-0.008074,-0.006045,-0.007099,-0.022848,-0.012817,-0.021280,-0.037353,-0.017231,-0.034462
315.496300,-0.002565,-0.001519,-0.001754,-0.007264,-0.003221,-0.005379,-0.011953,-0.004330,-0.008753
318.715600,0.000000,-0.000000,0.000050,0.000000,-0.000000,0.000050,0.000000,-0.000000,0.000050
